,LastTradingPrice,ClosingPrice,LastUpdate,Day'sRange,Change*,Day'sValue(mn),OpeningPrice,Day'sVolume(Nos,AdjustedOpeningPrice,Day'sTrade(Nos,Yesterday'sClosingPrice,MarketCapitalization(mn),Paid-upCapital(mn),TypeofInstrument,Face/parValue,MarketLot,TotalNo,Sector,Reserve&SurpluswithoutOCI(mn),OtherComprehensiveIncome(OCI)(mn),MarketCategory,ElectronicShare
680,6.3,6.2,3:45PM,0.20000000000000018,0.0,1.54,6.3,246018.0,6.3,147.0,6.3,2473.032,3925.45,Equity,10.0,1.0,392544834.0,Textile,-4397.0,7.3,Z,Y
681,38.9,38.9,3:45PM,0.29999999999999716,0.2,29.56,38.8,760201.0,38.7,948.0,38.7,202708.003,52379.3,Equity,10.0,1.0,5237932895.0,Telecommunication,14303.4,44.3,N,Y
682,22.0,21.9,3:45PM,0.8000000000000007,0.1,4.68,21.5,213868.0,21.9,220.0,21.9,2216.041,1011.89,Equity,10.0,1.0,101189088.0,Engineering,3266.1,27.2,A,Y
683,52.3,52.2,3:45PM,0.6000000000000014,-0.7,3.39,51.8,65029.0,53.0,87.0,53.0,6017.616,1135.4,Equity,10.0,1.0,113539933.0,Engineering,4031.5,63.2,A,Y
684,35.7,35.7,3:45PM,2.1999999999999957,-2.0,29.47,37.8,812366.0,37.7,769.0,37.7,17175.573,4555.85,Equity,10.0,1.0,455585495.0,Bank,6908.7,24.4,A,Y
685,45.3,45.3,3:45PM,2.700000000000003,-0.2,55.96,45.5,1214376.0,45.5,1007.0,45.5,3488.276,766.65,Equity,10.0,1.0,76665412.0,Insurance,873.8,28.8,A,Y
686,64.2,64.2,3:45PM,2.1000000000000014,-0.6,6.25,64.1,96808.0,64.8,312.0,64.8,1944.922,300.14,Equity,10.0,1.0,30014236.0,Insurance,0.0,0,A,Y
687,0,24.1,3:45PM,0,0,0,0,0,24.1,0,24.1,722.559,299.82,Equity,10.0,1.0,29981716.0,Textile,335.5,25.5,B,Y
688,41.5,41.5,3:45PM,0.8999999999999986,0.5,173.32,41.5,4185784.0,41.0,1563.0,41.0,14672.533,3578.67,Equity,10.0,1.0,357866649.0,Services&RealEstate,1112.9,44.3,A,Y
689,15.7,15.6,3:45PM,0.8000000000000007,0.3,7.57,15.7,474000.0,15.4,198.0,15.4,2291.135,1487.75,Equity,10.0,1.0,148775000.0,Textile,3095.8,20.0,A,Y
690,20.4,20.4,3:45PM,1.5,-0.7,29.79,21.5,1453195.0,21.1,588.0,21.1,1910.869,905.63,Equity,10.0,1.0,90562500.0,Textile,2126.0,24.6,A,Y
691,27.1,26.9,3:45PM,0.5999999999999979,0.2,0.89,27.4,32978.0,26.9,75.0,26.9,2646.183,983.71,Equity,10.0,1.0,98371100.0,Engineering,452.1,38.0,A,Y
692,54.8,54.8,3:45PM,3.3999999999999986,2.2,90.37,52.4,1672733.0,52.6,1477.0,52.6,3420.199,650.23,Equity,10.0,1.0,65022793.0,Pharmaceuticals&Chemicals,159.7,55.9,B,Y
693,70.3,70.3,3:45PM,3.5999999999999943,-2.1,1.57,71.5,22115.0,72.4,142.0,72.4,747.168,103.2,Equity,10.0,1.0,10320000.0,TanneryIndustries,45.3,109.1,B,Y
694,81.6,81.6,3:45PM,1.7000000000000028,2.9,4.99,80.0,61870.0,78.7,204.0,78.7,1485.481,188.75,Equity,10.0,1.0,18875237.0,Services&RealEstate,740.4,93.9,A,Y
695,33.9,33.9,3:45PM,1.5,0.0,11.1,34.8,323565.0,33.9,357.0,33.9,3718.784,1096.99,Equity,10.0,1.0,109698633.0,Insurance,0.0,0,A,Y
696,25.3,25.1,3:45PM,0.8000000000000007,0.0,4.66,25.1,186261.0,25.3,228.0,25.3,5992.738,2369.0,Equity,10.0,1.0,236867123.0,Services&RealEstate,5406.9,31.5,A,Y
697,166.0,168.8,3:45PM,19.0,-4.2,0.62,185.0,3639.0,170.2,63.0,170.2,237.055,13.93,Equity,10.0,1.0,1392800.0,Miscellaneous,-5.2,240.2,Z,Y
698,19.9,19.9,3:45PM,1.0,-0.9,58.73,20.6,2912989.0,20.8,1543.0,20.8,16320.627,7846.46,Equity,10.0,1.0,784645517.0,Bank,2460.2,0,N,Y
699,42.2,42.2,3:45PM,0.8999999999999986,0.0,20.01,41.6,476197.0,42.2,522.0,42.2,5095.65,1207.5,Equity,10.0,1.0,120750000.0,Travel&Leisure,76.1,49.7,B,Y
700,0,13.1,3:45PM,0,0,0,0,0,13.1,0,13.1,1307.174,997.84,MutualFund,10.0,1.0,99784300.0,MutualFunds,32.4,11.0,A,Y
701,9.0,9.0,3:45PM,0.3000000000000007,-0.1,1.45,9.1,158985.0,9.1,77.0,9.1,663.795,729.45,MutualFund,10.0,1.0,72944500.0,MutualFunds,175.1,10.1,A,Y
702,10.0,10.0,3:45PM,0.09999999999999964,-0.1,2.89,10.1,287117.0,10.1,95.0,10.1,1010.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,131.0,10.3,A,Y
703,9.8,9.8,3:45PM,0.5,-0.2,2.93,10.1,296596.0,10.0,214.0,10.0,500.0,500.0,MutualFund,10.0,1.0,50000000.0,MutualFunds,91.8,10.2,A,Y
704,23.3,23.3,3:45PM,0.7000000000000028,-0.1,30.77,23.4,1325049.0,23.4,403.0,23.4,24080.869,10291.0,Equity,10.0,1.0,1029096952.0,Bank,7678.8,21.9,A,Y
705,26.3,26.3,3:45PM,0.5,0.1,2.82,26.1,108114.0,26.2,125.0,26.2,3695.141,1410.36,Equity,10.0,1.0,141035911.0,Textile,3180.1,32.7,A,Y
706,31.0,30.1,3:45PM,2.1000000000000014,-0.1,7.53,31.8,247437.0,31.1,225.0,31.1,4673.995,1502.89,Equity,10.0,1.0,150289243.0,Textile,870.7,20.1,A,Y
707,13.6,13.6,3:45PM,1.0999999999999996,-0.9,12.8,14.1,928919.0,14.5,769.0,14.5,831.832,573.68,Equity,10.0,1.0,57367750.0,Engineering,127.0,21.6,A,Y
708,0,82.7,3:45PM,0,0,0,0,0,82.7,0,82.7,413.5,50.0,Equity,10.0,1.0,5000000.0,Food&Allied,-4997.7,111.4,Z,Y
709,17.1,17.1,3:45PM,1.5999999999999979,0.9,120.21,16.2,7214041.0,16.2,1501.0,16.2,15955.523,9849.09,Equity,10.0,1.0,984908844.0,Bank,8247.3,12.7,A,Y
710,24.0,24.0,3:45PM,1.6000000000000014,-1.0,6.52,25.5,267664.0,25.0,284.0,25.0,2595.175,1038.07,Equity,10.0,1.0,103807000.0,Pharmaceuticals&Chemicals,1208.4,24.1,A,Y
711,18.6,18.6,3:45PM,0.5,0.2,7.03,18.5,377207.0,18.4,267.0,18.4,2511.6,1365.0,Equity,10.0,1.0,136500000.0,Pharmaceuticals&Chemicals,833.1,26.3,A,Y
712,15.4,15.8,3:45PM,0.9999999999999982,-0.5,5.79,16.1,363829.0,15.9,255.0,15.9,1265.567,795.95,Equity,10.0,1.0,79595381.0,Textile,575.8,23.3,A,Y
713,168.7,168.7,3:45PM,2.0,0.5,7.34,168.0,43389.0,168.2,272.0,168.2,16770.017,997.03,Equity,10.0,1.0,99702838.0,Engineering,8210.8,165.8,A,Y
714,49.8,49.8,3:45PM,2.6999999999999957,0.0,1.73,49.1,34402.0,49.8,98.0,49.8,995.831,199.97,Equity,10.0,1.0,19996600.0,Miscellaneous,213.7,60.1,A,Y
715,30.9,30.9,3:45PM,0.0,2.8,0.26,30.9,8481.0,28.1,91.0,28.1,1124.0,400.0,Equity,10.0,1.0,40000000.0,Insurance,266.2,0,N,Y
716,27.8,27.8,3:45PM,1.0,-0.1,8.61,28.0,307143.0,27.9,297.0,27.9,2363.13,847.0,Equity,10.0,1.0,84700000.0,Miscellaneous,321.8,44.2,A,Y
717,421.2,421.2,3:45PM,13.800000000000011,-11.5,2.42,427.2,5688.0,432.7,214.0,432.7,1173.482,27.12,Equity,10.0,1.0,2712000.0,Jute,584.5,399.1,A,Y
718,65.7,65.7,3:45PM,2.0999999999999943,0.1,7.2,65.0,108631.0,65.6,337.0,65.6,3116.0,475.0,Equity,10.0,1.0,47500000.0,Insurance,0.0,0,A,Y
719,604.9,604.9,3:45PM,23.5,-9.2,46.1,624.5,75588.0,614.1,927.0,614.1,13487.761,219.63,Equity,10.0,1.0,21963460.0,Paper&Printing,4984.4,453.9,A,Y
720,75.0,75.0,3:45PM,3.3000000000000114,-0.8,10.57,76.0,138781.0,75.8,372.0,75.8,3035.142,400.41,Equity,10.0,1.0,40041445.0,Insurance,385.2,44.5,A,Y
721,16.6,16.7,3:45PM,1.8000000000000007,-0.8,2.49,18.2,146489.0,17.4,217.0,17.4,460.527,264.67,Equity,10.0,1.0,26467056.0,Textile,327.2,23.4,B,Y
722,16.9,16.9,3:45PM,1.0,-0.8,97.18,17.6,5627457.0,17.7,1352.0,17.7,21044.247,11889.4,Equity,10.0,1.0,1188940522.0,Bank,17814.4,12.4,A,Y
723,0,33.0,3:45PM,0,0,0,0,0,33.0,0,33.0,4849.88,1469.66,Equity,10.0,1.0,146966055.0,CeramicsSector,2805.5,35.3,B,Y
724,103.9,103.9,3:45PM,3.0999999999999943,2.1,35.55,102.0,343768.0,101.8,641.0,101.8,17565.736,1725.51,Equity,10.0,1.0,172551433.0,Fuel&Power,3270.6,127.2,A,Y
725,0,53.9,3:45PM,0,0,0,0,0,53.9,0,53.9,10631.883,1972.52,Equity,10.0,1.0,197252000.0,Textile,5185.1,53.0,A,Y
726,0,225.3,3:45PM,0,0,0,0,0,225.3,0,225.3,199717.413,8864.51,Equity,10.0,1.0,886451011.0,Pharmaceuticals&Chemicals,67021.2,242.2,A,Y
727,21.8,21.8,3:45PM,0.6999999999999993,0.0,31.05,21.9,1415409.0,21.8,711.0,21.8,6633.522,3042.9,Equity,10.0,1.0,304290000.0,Engineering,1883.1,12.5,A,Y
728,155.5,155.5,3:45PM,6.5,-7.1,4.71,161.5,29927.0,162.6,318.0,162.6,1050.502,64.61,Equity,10.0,1.0,6460650.0,CeramicsSector,-17.5,226.5,B,Y
729,78.0,78.0,3:45PM,3.9000000000000057,-0.8,6.8,80.5,86042.0,78.8,457.0,78.8,3411.772,432.97,Equity,10.0,1.0,43296593.0,Insurance,393.5,40.0,A,Y
730,11.2,11.2,3:45PM,0.5999999999999996,-0.2,114.29,11.3,10272970.0,11.4,1874.0,11.4,11755.002,10311.4,Equity,10.0,1.0,1031140558.0,Bank,6453.8,8.6,A,Y
731,97.5,97.5,3:45PM,6.099999999999994,-8.4,22.56,103.1,227218.0,105.9,1478.0,105.9,1470.395,138.85,Equity,10.0,1.0,13884750.0,Textile,201.4,175.0,A,Y
732,39.0,39.0,3:45PM,1.1000000000000014,0.7,31.52,38.2,811244.0,38.3,634.0,38.3,40899.698,10678.8,Equity,10.0,1.0,1067877239.0,Fuel&Power,17715.9,47.7,A,Y
733,35.7,34.3,3:45PM,1.7999999999999972,-0.1,1.01,35.7,28788.0,35.8,69.0,35.8,1280.233,357.61,Equity,10.0,1.0,35760690.0,Insurance,0.0,0,Z,Y
734,55.1,55.1,3:45PM,1.8999999999999986,-0.2,0.88,56.5,15874.0,55.3,56.0,55.3,2355.06,425.87,Equity,10.0,1.0,42586977.0,Insurance,339.3,40.1,A,Y
735,10.2,10.1,3:45PM,0.40000000000000036,0.2,1.52,10.3,149928.0,10.0,158.0,10.0,893.354,893.35,Equity,10.0,1.0,89335375.0,Textile,176.1,5.6,Z,Y
736,131.3,131.3,3:45PM,6.900000000000006,-2.0,0.74,133.4,5598.0,133.3,58.0,133.3,4007.633,300.65,Equity,10.0,1.0,30064767.0,Textile,2119.6,162.7,Z,Y
737,36.0,36.0,3:45PM,0.7000000000000028,0.0,12.06,36.1,333378.0,36.0,324.0,36.0,35611.986,9892.22,Equity,10.0,1.0,989221831.0,Fuel&Power,58945.3,44.1,A,Y
738,0,17.5,3:45PM,0,0,0,0,0,17.5,0,17.5,1160.722,663.27,Equity,10.0,1.0,66326946.0,Textile,807.7,22.9,B,Y
739,6.1,6.1,3:45PM,0.20000000000000018,-0.1,5.02,6.3,809943.0,6.2,134.0,6.2,1882.237,3035.86,MutualFund,10.0,1.0,303586675.0,MutualFunds,390.8,6.3,A,Y
740,35.6,35.9,3:45PM,0.5,-0.3,3.19,35.5,89036.0,35.9,103.0,35.9,25403.758,7076.26,Equity,10.0,1.0,707625576.0,Bank,10315.7,31.0,A,Y
741,7.1,7.1,3:45PM,0.5999999999999996,-0.1,8.99,7.6,1244492.0,7.2,403.0,7.2,767.902,1066.53,Equity,10.0,1.0,106653030.0,Textile,217.2,12.1,Z,Y
742,17.1,17.1,3:45PM,0.6999999999999993,-0.6,26.9,17.6,1553550.0,17.7,614.0,17.7,22627.626,12784.0,Equity,10.0,1.0,1278396949.0,Bank,21499.6,14.2,A,Y
743,2847.2,2847.2,3:45PM,23.0,-4.2,1.2,2851.4,422.0,2851.4,40.0,2851.4,34349.245,120.46,Equity,10.0,1.0,12046449.0,Food&Allied,1362.3,2751.0,A,Y
744,10.7,10.7,3:45PM,0.40000000000000036,-0.1,6.92,10.9,640790.0,10.8,193.0,10.8,1863.798,1725.74,Equity,10.0,1.0,172573843.0,FinancialInstitutions,-1014.2,6.3,B,Y
745,50.5,50.5,3:45PM,1.7000000000000028,0.8,7.12,51.0,141921.0,49.7,221.0,49.7,14631.68,2944.0,Equity,10.0,1.0,294400000.0,Travel&Leisure,14332.3,62.8,A,Y
746,22.7,22.4,3:45PM,1.0,-0.3,14.73,22.9,647466.0,23.0,438.0,23.0,4303.636,1871.15,Equity,10.0,1.0,187114615.0,FinancialInstitutions,1326.2,14.9,A,Y
747,63.4,63.4,3:45PM,1.7999999999999972,0.5,1.19,64.7,18508.0,62.9,90.0,62.9,2799.05,445.0,Equity,10.0,1.0,44500000.0,Insurance,1025.5,39.6,A,Y
748,0,272.3,3:45PM,0,0,0,0,0,272.3,0,272.3,157851.022,5796.95,Equity,10.0,1.0,579695270.0,Fuel&Power,22008.3,301.3,A,Y
749,52.2,52.1,3:45PM,2.8999999999999986,0.2,0.16,54.9,3102.0,52.0,21.0,52.0,905.367,174.11,Equity,10.0,1.0,17410901.0,Miscellaneous,-320.1,70.8,Z,Y
750,25.6,25.6,3:45PM,1.3999999999999986,-1.2,39.78,26.9,1523368.0,26.8,758.0,26.8,15133.515,5646.83,Equity,10.0,1.0,564683389.0,Bank,11816.4,24.2,A,Y
751,44.0,44.0,3:45PM,1.3000000000000043,-1.0,3.03,45.1,68356.0,45.0,111.0,45.0,5916.668,1314.82,Equity,10.0,1.0,131481504.0,FinancialInstitutions,5977.6,46.0,A,Y
752,9.9,9.9,3:45PM,0.1999999999999993,-0.1,7.69,10.1,770349.0,10.0,204.0,10.0,1043.2,1043.0,MutualFund,10.0,1.0,104320000.0,MutualFunds,55.7,6.9,A,Y
753,9.0,9.0,3:45PM,0.09999999999999964,-0.1,0.86,9.1,94918.0,9.1,43.0,9.1,1444.58,1587.45,MutualFund,10.0,1.0,158745000.0,MutualFunds,25.8,7.1,A,Y
754,22.5,22.3,3:45PM,0.8000000000000007,0.1,14.02,22.8,618981.0,22.4,342.0,22.4,2364.993,1055.8,Equity,10.0,1.0,105580055.0,Textile,782.1,27.1,A,Y
755,1150.6,1150.6,3:45PM,28.0,-3.8,11.63,1140.6,10146.0,1154.4,596.0,1154.4,349700.479,3029.28,Equity,10.0,1.0,302928343.0,Engineering,90428.9,1276.1,A,Y
756,265.1,268.2,3:45PM,7.399999999999977,-10.3,2.55,271.4,9536.0,275.4,106.0,275.4,4082.149,148.23,Equity,10.0,1.0,14822618.0,Pharmaceuticals&Chemicals,694.3,339.6,A,Y
757,9.6,9.6,3:45PM,0.3000000000000007,-0.1,7.65,9.7,790026.0,9.7,365.0,9.7,2281.477,2352.04,Equity,10.0,1.0,235203769.0,Engineering,2613.8,12.2,A,Y
758,9.9,9.8,3:45PM,1.0999999999999996,-0.7,2.42,10.6,239014.0,10.6,190.0,10.6,781.207,736.99,Equity,10.0,1.0,73698818.0,Engineering,128.3,14.4,B,Y
759,8.3,8.3,3:45PM,0.20000000000000107,0.1,1.78,8.2,215001.0,8.2,73.0,8.2,933.393,1138.28,Equity,10.0,1.0,113828369.0,Textile,-139.4,10.6,B,Y
760,7.0,7.0,3:45PM,0.20000000000000018,0.1,0.58,7.0,81986.0,6.9,60.0,6.9,564.617,818.29,Equity,10.0,1.0,81828549.0,Textile,422.4,9.6,B,Y
761,0,112.3,3:45PM,0,0,0,0,0,112.3,0,112.3,673.8,60.0,Equity,10.0,1.0,6000000.0,Food&Allied,-4268.8,137.2,Z,Y
762,6.7,6.7,3:45PM,0.20000000000000018,-0.1,7.07,6.8,1057035.0,6.8,181.0,6.8,1971.479,2899.23,MutualFund,10.0,1.0,289923349.0,MutualFunds,401.9,7.8,A,Y
763,22.5,22.3,3:45PM,1.0,0.4,19.69,22.1,879964.0,22.1,480.0,22.1,442.0,200.0,MutualFund,10.0,1.0,20000000.0,MutualFunds,32.4,14.8,A,Y
764,45.1,45.1,3:45PM,2.200000000000003,-0.7,7.23,46.2,160433.0,45.8,311.0,45.8,2575.045,562.24,Equity,10.0,1.0,56223682.0,ITSector,916.5,62.2,A,Y
765,28.0,28.0,3:45PM,0.6999999999999993,-0.1,7.52,28.2,267075.0,28.1,231.0,28.1,1633.674,581.38,Equity,10.0,1.0,58137864.0,ITSector,281.0,37.0,A,Y
766,6.0,6.0,3:45PM,0.1999999999999993,-0.1,3.64,6.0,606060.0,6.1,61.0,6.1,1458.451,2390.9,MutualFund,10.0,1.0,239090396.0,MutualFunds,260.8,6.2,A,Y
767,15.1,15.1,3:45PM,0.6999999999999993,-0.1,91.38,15.3,5977203.0,15.2,1714.0,15.2,12704.748,8358.39,Equity,10.0,1.0,835838671.0,Bank,17330.8,9.9,B,Y
768,29.2,29.2,3:45PM,1.8000000000000007,-0.3,8.55,29.1,293043.0,29.5,404.0,29.5,2974.583,1008.33,Equity,10.0,1.0,100833333.0,Textile,2417.9,42.0,A,Y
769,313.2,313.2,3:45PM,17.0,8.9,105.26,300.0,338962.0,304.3,1734.0,304.3,19204.45,631.1,Equity,10.0,1.0,63110252.0,Pharmaceuticals&Chemicals,6865.2,300.6,A,Y
770,157.5,156.4,3:45PM,4.5,3.5,4.26,154.5,27392.0,154.0,187.0,154.0,6930.0,450.0,Equity,10.0,1.0,45000000.0,Pharmaceuticals&Chemicals,1952.0,170.9,A,Y
771,88.9,88.9,3:45PM,1.4000000000000057,0.6,19.44,88.3,217584.0,88.3,401.0,88.3,18684.43,2116.02,Equity,10.0,1.0,211601700.0,Pharmaceuticals&Chemicals,11810.7,107.7,A,Y
772,22.6,22.6,3:45PM,0.9000000000000021,0.8,40.74,22.0,1813076.0,21.8,942.0,21.8,5230.617,2399.37,Equity,10.0,1.0,239936580.0,Pharmaceuticals&Chemicals,1960.3,16.5,B,Y
773,59.8,59.8,3:45PM,3.5,-1.0,16.78,60.4,281789.0,60.8,314.0,60.8,3930.821,646.52,Equity,10.0,1.0,64651666.0,ITSector,573.7,74.1,A,Y
774,27.3,27.3,3:45PM,1.6999999999999993,0.9,33.54,26.2,1241527.0,26.4,880.0,26.4,2410.494,913.07,Equity,10.0,1.0,91306600.0,Pharmaceuticals&Chemicals,207.5,26.9,A,Y
775,31.1,31.1,3:45PM,1.8999999999999986,0.8,42.39,30.7,1340778.0,30.3,1026.0,30.3,3491.051,1152.16,Equity,10.0,1.0,115216200.0,Pharmaceuticals&Chemicals,904.4,18.5,A,Y
776,28.1,28.0,3:45PM,0.3000000000000007,0.6,0.81,28.0,29011.0,27.5,79.0,27.5,2632.642,957.32,Equity,10.0,1.0,95732422.0,Engineering,2879.5,36.8,A,Y
777,20.5,20.5,3:45PM,1.0,-0.1,8.21,20.8,395121.0,20.6,225.0,20.6,1494.658,725.56,Equity,10.0,1.0,72556194.0,ITSector,61.1,25.5,B,Y
778,55.5,55.5,3:45PM,3.200000000000003,1.8,47.01,54.3,852949.0,53.7,987.0,53.7,1705.347,317.57,Equity,10.0,1.0,31756920.0,Insurance,532.6,36.1,A,Y
779,8.9,8.9,3:45PM,0.1999999999999993,0.0,0.66,9.0,74624.0,8.9,23.0,8.9,890.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,157.0,9.1,A,Y
780,46.4,46.4,3:45PM,1.6000000000000014,0.3,6.83,46.3,146350.0,46.1,233.0,46.1,2040.002,442.52,Equity,10.0,1.0,44251669.0,Textile,419.0,31.0,A,Y
781,66.1,66.1,3:45PM,2.799999999999997,-1.9,12.45,68.0,188291.0,68.0,259.0,68.0,1516.301,222.99,Equity,10.0,1.0,22298549.0,Textile,-34.1,70.8,B,Y
782,27.2,27.2,3:45PM,0.6000000000000014,-0.3,15.73,27.3,576950.0,27.5,284.0,27.5,29284.81,10649.0,Equity,10.0,1.0,1064902185.0,Bank,14806.8,21.9,A,Y
783,15.0,15.0,3:45PM,0.7999999999999989,-0.6,118.95,15.6,7848208.0,15.6,2809.0,15.6,4054.862,2599.27,Equity,10.0,1.0,259927023.0,Textile,890.6,7.5,A,Y
784,16.0,16.0,3:45PM,0.9999999999999982,-0.9,1.51,16.7,93015.0,16.9,131.0,16.9,945.859,559.68,Equity,10.0,1.0,55968000.0,Textile,323.4,18.9,Z,Y
785,56.3,56.3,3:45PM,1.9000000000000057,0.3,55.08,57.7,974190.0,56.0,966.0,56.0,7334.342,1309.7,Equity,10.0,1.0,130970400.0,Miscellaneous,2616.3,66.0,A,Y
786,388.9,384.3,3:45PM,29.5,2.6,0.75,404.8,1954.0,386.3,80.0,386.3,927.12,24.0,Equity,10.0,1.0,2400000.0,Pharmaceuticals&Chemicals,33.9,529.8,A,Y
787,213.8,213.8,3:45PM,5.699999999999989,3.9,3.22,210.0,15105.0,209.9,167.0,209.9,1679.2,80.0,Equity,10.0,1.0,8000000.0,Food&Allied,536.0,277.9,A,Y
788,35.5,35.5,3:45PM,2.0,-0.7,1.69,37.3,47385.0,36.2,145.0,36.2,646.814,178.68,Equity,10.0,1.0,17867800.0,Textile,12.3,43.4,B,Y
789,347.0,346.4,3:45PM,7.300000000000011,-3.3,32.63,350.3,94680.0,350.3,198.0,350.3,5340.674,152.46,Equity,10.0,1.0,15246000.0,Engineering,5.4,438.1,A,Y
790,45.9,45.4,3:45PM,1.7999999999999972,1.7,2.95,44.2,65705.0,44.2,153.0,44.2,4534.92,1026.0,Equity,10.0,1.0,102600000.0,Fuel&Power,513.7,58.2,A,Y
791,131.3,131.5,3:45PM,1.1999999999999886,-1.8,1.61,132.1,12186.0,133.1,117.0,133.1,758.989,57.02,Equity,10.0,1.0,5702400.0,Food&Allied,442.4,164.7,A,Y
792,237.3,238.1,3:45PM,3.0,-2.6,0.23,239.9,971.0,239.9,21.0,239.9,2698.875,113.0,Equity,10.0,1.0,11250000.0,TanneryIndustries,2630.6,304.2,A,Y
793,114.5,114.2,3:45PM,5.5,1.6,0.21,119.5,1839.0,112.9,23.0,112.9,948.36,84.0,Equity,10.0,1.0,8400000.0,Textile,364.5,141.5,A,Y
794,118.5,119.2,3:45PM,1.5999999999999943,-0.4,0.24,120.1,2030.0,118.9,18.0,118.9,1812.036,152.4,Equity,10.0,1.0,15240000.0,TanneryIndustries,405.5,133.8,A,Y
795,8.7,8.7,3:45PM,0.20000000000000107,0.0,5.08,8.8,586182.0,8.7,535.0,8.7,3491.385,4013.09,Equity,10.0,1.0,401308600.0,Engineering,2654.2,9.6,B,Y
796,290.9,290.9,3:45PM,8.399999999999977,-4.7,2.02,293.0,6938.0,295.6,97.0,295.6,1773.6,60.0,Equity,10.0,1.0,6000000.0,Miscellaneous,804.9,248.7,A,Y
797,36.5,36.5,3:45PM,3.200000000000003,2.2,5.36,34.3,147320.0,34.3,426.0,34.3,1162.084,338.8,Equity,10.0,1.0,33880000.0,Cement,-625.5,18.5,Z,Y
798,18.7,18.7,3:45PM,0.5,0.0,5.57,19.0,295775.0,18.7,261.0,18.7,2473.54,1322.75,Equity,10.0,1.0,132274863.0,Textile,1374.7,25.3,A,Y
799,86.8,86.4,3:45PM,3.3999999999999915,0.5,12.41,86.4,143014.0,86.3,431.0,86.3,4062.129,470.69,Equity,10.0,1.0,47069858.0,Insurance,271.9,94.5,A,Y
800,64.9,64.9,3:45PM,1.0999999999999943,0.7,6.33,64.4,97619.0,64.2,122.0,64.2,2718.87,423.5,Equity,10.0,1.0,42350000.0,Insurance,347.6,62.8,A,Y
801,10.2,10.2,3:45PM,0.3000000000000007,-0.1,1.32,10.2,128969.0,10.3,102.0,10.3,636.396,617.86,MutualFund,10.0,1.0,61786050.0,MutualFunds,119.8,11.2,A,Y
802,100.1,100.2,3:45PM,3.0999999999999943,-2.8,0.41,102.1,3985.0,102.9,60.0,102.9,3408.779,331.27,Equity,10.0,1.0,33127108.0,Engineering,3860.3,120.3,B,Y
803,85.9,85.9,3:45PM,1.7999999999999972,1.3,1.4,86.2,16287.0,84.6,129.0,84.6,452.367,53.47,Equity,10.0,1.0,5347125.0,Engineering,-236.2,149.1,B,Y
804,112.0,112.9,3:45PM,3.5,-1.1,2.41,111.5,21248.0,113.1,148.0,113.1,862.347,76.25,Equity,10.0,1.0,7624644.0,Food&Allied,86.1,136.8,A,Y
805,21.0,21.0,3:45PM,0.6999999999999993,-0.3,15.19,21.3,719947.0,21.3,192.0,21.3,24833.816,11659.1,Equity,10.0,1.0,1165906860.0,Bank,15549.3,17.2,A,Y
806,25.7,25.4,3:45PM,0.6999999999999993,0.5,16.83,25.6,664924.0,25.2,437.0,25.2,5933.735,2354.66,Equity,10.0,1.0,235465662.0,Fuel&Power,1076.5,30.5,A,Y
807,884.3,867.9,3:45PM,22.199999999999932,0.2,1.1,884.2,1253.0,884.1,54.0,884.1,12094.488,136.8,Equity,10.0,1.0,13680000.0,TanneryIndustries,3525.4,693.2,A,Y
808,634.2,634.2,3:45PM,11.599999999999909,-0.6,138.56,635.2,217223.0,634.8,2415.0,634.8,342792.0,5400.0,Equity,10.0,1.0,540000000.0,Food&Allied,28680.3,529.0,A,Y
809,33.7,33.7,3:45PM,1.3999999999999986,-0.6,67.16,34.7,1971703.0,34.3,883.0,34.3,4832.474,1408.88,Equity,10.0,1.0,140888443.0,FinancialInstitutions,1260.3,21.2,A,Y
810,16.7,16.5,3:45PM,0.3000000000000007,0.3,1.22,16.8,73926.0,16.4,63.0,16.4,2672.048,1629.3,Equity,10.0,1.0,162929733.0,Engineering,807.1,21.9,A,Y
811,60.2,60.2,3:45PM,3.0,2.6,95.0,57.7,1591646.0,57.6,1590.0,57.6,11060.755,1920.27,Equity,10.0,1.0,192027000.0,Engineering,3756.8,80.8,A,Y
812,127.2,126.7,3:45PM,3.9000000000000057,3.7,1.81,124.0,14408.0,123.5,114.0,123.5,534.263,43.26,Equity,10.0,1.0,4326013.0,Engineering,-13.9,167.5,A,Y
813,23.9,23.9,3:45PM,0.5,0.2,10.66,23.9,446455.0,23.7,281.0,23.7,1288.524,543.68,Equity,10.0,1.0,54368095.0,ITSector,149.1,27.9,A,Y
814,61.1,61.1,3:45PM,2.0,-1.3,50.92,62.4,823602.0,62.4,324.0,62.4,11081.078,1775.81,Equity,10.0,1.0,177581384.0,FinancialInstitutions,1216.6,29.4,A,Y
815,171.5,171.5,3:45PM,4.600000000000023,-0.9,3.09,174.8,18019.0,172.4,189.0,172.4,1615.493,94.0,Equity,10.0,1.0,9370608.0,Engineering,660.3,242.4,A,Y
816,0,5.2,3:45PM,0,0,0,0,0,5.2,0,5.2,508.502,977.89,Equity,10.0,1.0,97788913.0,Travel&Leisure,-1639.2,5.2,Z,Y
